timestamp,config,seed,alpha,n_features,mode,train_return,eval_return,eval_return_initial,eval_return_slope,train_return_slope,weight_norm,elapsed_s
2026-07-23T19:03:18+00:00,Set B - mono (port_std),0,0.025,32,full,0.32073104047867296,0.33061649013240013,0.044362593518978026,5.227272675763036e-06,-0.00016900038363026171,0.9336726995610194,177.52527117729187
2026-07-23T19:03:27+00:00,Set A - Raw (TileCoder),0,0.025,2500,full,0.2385468404645435,0.3682763645658146,0.33118545109069447,-2.046200170253811e-05,-0.00027871164587481723,1.0123632846931307,186.63612604141235
2026-07-23T19:03:27+00:00,Set I - Raw Portfolio Allocation (TileCoder),1,0.025,2500,full,0.3175651194560384,0.3007152450379489,0.24820419179112457,8.2514141531793e-06,-6.583881847361645e-05,1.0325202543106422,186.7543239593506
2026-07-23T19:03:27+00:00,Set A - Raw (TileCoder),1,0.025,2500,full,0.20433114973700253,0.250213480435362,0.40581163200344034,3.7738686893745845e-05,-6.618925637255293e-05,0.9700833223579864,187.23573398590088
2026-07-23T19:03:28+00:00,Set I - Raw Portfolio Allocation (TileCoder),0,0.025,2500,full,0.2982674557267266,0.3206901331240483,0.20912558667637016,-2.242347953738134e-05,-8.794318810519195e-05,0.9911578954764683,187.44406485557556
2026-07-23T19:03:29+00:00,Set I - Raw Portfolio Allocation (TileCoder),2,0.025,2500,full,0.33202025493881065,0.3164358149695104,0.464641281507316,-1.85900885009961e-05,-9.278089534583639e-05,1.1385292868039618,188.53403401374817
2026-07-23T19:03:29+00:00,Set A - Raw (TileCoder),2,0.025,2500,full,0.25115183897815513,0.25475217031145886,0.3701963232997909,2.848629874224563e-05,-9.45417646766423e-05,1.0446314775294108,188.72211503982544
2026-07-23T19:06:11+00:00,Set B - mono (port_std),1,0.025,32,full,0.2275719091747503,0.2771825165124796,0.0,5.880440745862799e-05,-0.00022861230086968854,0.8791337825326251,173.26047086715698
2026-07-23T19:06:20+00:00,Set B - mono (port_std),2,0.025,32,full,0.4424880633217496,0.25821778298569703,0.004230817860873396,-1.0737103513329114e-05,0.00027298233423284096,0.883350669447321,173.12510681152344
2026-07-23T19:06:23+00:00,"Set C - (MACD, port_std)",0,0.025,144,full,0.30477445210554316,0.2563824951856501,0.07702156110951154,2.0278740101176373e-05,-0.0001391780431463932,0.9140068348384853,175.65637302398682
2026-07-23T19:06:23+00:00,"Set C - (MACD, port_std)",1,0.025,144,full,0.2878398050688013,0.30605503016874785,0.0,1.8562918018125147e-05,-5.638860865484822e-06,0.8420049977488937,175.77100110054016
2026-07-23T19:06:24+00:00,"Set C - (MACD, port_std)",2,0.025,144,full,0.2538172075307765,0.16014096373355272,0.22701248591971562,-5.109511848740594e-06,-0.000304175798097086,0.846841752121065,176.52535486221313
2026-07-23T19:06:27+00:00,"Set D - (MACD, port_std, RSI)",0,0.025,320,full,0.20512304703508022,0.22243169778134408,0.0,-1.3645266398645948e-05,-8.392195848019093e-05,0.9057934667510144,178.5086567401886
2026-07-23T19:06:28+00:00,"Set D - (MACD, port_std, RSI)",1,0.025,320,full,0.2634274140042737,0.22126127864688178,0.2803213492183779,-6.745032942224117e-05,-8.259659153040688e-05,0.9128416668153989,179.20273613929749
2026-07-23T19:09:27+00:00,"Set D - (MACD, port_std, RSI)",2,0.025,320,full,0.30790947011208514,0.20473480104131134,0.455387689025751,1.985357235590433e-05,3.614537251999546e-05,0.9416678785864762,195.81426978111267
2026-07-23T19:09:27+00:00,"Set F - Polynomial (RSI, MACD, port_std)",0,0.0001,10,full,0.04850478014948184,0.0706947659966024,0.07276647246336362,-4.389343774214737e-06,-8.997649362551402e-05,0.004289478250685994,182.8989441394806
