timestamp,config,seed,alpha,n_features,mode,train_return,eval_return,eval_return_initial,eval_return_slope,train_return_slope,weight_norm,elapsed_s
2026-07-23T18:36:59+00:00,Set B - mono (port_std),0,0.025,32,full,0.10648028849647409,0.15847116526841606,0.003232469915620158,4.0511860893229475e-06,-7.978041225801055e-06,0.6808351353061208,169.6864790916443
2026-07-23T18:37:07+00:00,Set A - Raw (TileCoder),0,0.025,2500,full,0.040166822505318736,0.10053400373807295,0.4491799886963121,-6.283923071029103e-05,-9.499700894493277e-05,0.754586098761994,177.85379099845886
2026-07-23T18:37:08+00:00,Set I - Raw Portfolio Allocation (TileCoder),2,0.025,2500,full,0.10195036127783719,0.2123234162571535,0.25149002229510453,1.6006382360464748e-05,-8.138074434135477e-05,0.7726943638247846,177.98750591278076
2026-07-23T18:37:08+00:00,Set A - Raw (TileCoder),2,0.025,2500,full,0.15951271022135532,0.4327679347881802,0.2771770432155046,-1.3190454051793188e-05,-5.962574181583752e-05,0.7945885358273501,178.69914293289185
2026-07-23T18:37:08+00:00,Set I - Raw Portfolio Allocation (TileCoder),0,0.025,2500,full,0.11057604457273824,0.20434313968504458,0.3246218389308323,-3.3779800771669084e-06,-9.162816798782024e-05,0.7925708518758912,178.86828994750977
2026-07-23T18:37:09+00:00,Set A - Raw (TileCoder),1,0.025,2500,full,0.06965386589918929,0.15308868393094083,0.31400175486138837,-9.739382214615582e-06,5.346379824750361e-05,0.7952416287861014,179.76199102401733
2026-07-23T18:37:09+00:00,Set I - Raw Portfolio Allocation (TileCoder),1,0.025,2500,full,0.1117625193946465,0.22664612343293178,0.0,3.3443232720631657e-05,-1.0348536550312035e-05,0.8413697102118431,179.76267075538635
2026-07-23T18:39:45+00:00,Set B - mono (port_std),1,0.025,32,full,0.03733591754572093,0.19737416959031812,0.0024284180871137657,-3.0453175320662926e-05,-0.0003290334187866911,0.7167284751967791,165.9379439353943
2026-07-23T18:39:52+00:00,Set B - mono (port_std),2,0.025,32,full,0.10802108352652404,0.15674777685503255,0.1252259501091057,-5.9076117899587315e-06,-7.838873755670532e-05,0.7303161412251298,164.95646905899048
2026-07-23T18:39:55+00:00,"Set C - (MACD, port_std)",0,0.025,144,full,0.14271975075901494,0.14266340387808513,0.18530455804329726,-1.041717065239145e-05,-0.0002149677499983472,0.6345469945186732,167.61631727218628
2026-07-23T18:39:56+00:00,"Set C - (MACD, port_std)",1,0.025,144,full,0.06700317071787174,0.14120121837457217,0.22554542942242622,5.543353248259776e-06,-5.5407654009962675e-05,0.70262361019164,167.85057497024536
2026-07-23T18:39:57+00:00,"Set C - (MACD, port_std)",2,0.025,144,full,0.01691219606823029,0.09547645637522971,0.2642781287595094,-5.505465123495694e-06,-0.00022112694302288402,0.661255039439555,168.20276498794556
2026-07-23T18:40:00+00:00,"Set D - (MACD, port_std, RSI)",0,0.025,320,full,0.05726721349407071,0.14926067886421981,0.1700767430817968,2.9508495322130208e-05,-0.00014440121917657983,0.6605438302232648,170.68662023544312
2026-07-23T18:40:00+00:00,"Set D - (MACD, port_std, RSI)",1,0.025,320,full,0.16873787657588962,0.17972779076303053,0.11656745068330163,1.4937155475294742e-05,-0.00016030759588257283,0.7302485355051637,170.97982096672058
2026-07-23T18:42:33+00:00,"Set F - Polynomial (RSI, MACD, port_std)",0,0.0001,10,full,0.028069034049389964,0.04830167714332197,0.08595654998843591,-2.556655493918912e-05,-3.509703688229941e-06,0.006477548265811113,156.50008916854858
2026-07-23T18:42:35+00:00,"Set D - (MACD, port_std, RSI)",2,0.025,320,full,0.13247642692139563,0.26609422315541,0.0,4.639936200159704e-07,-2.3801229334305454e-05,0.6534435710002957,169.7377142906189
2026-07-23T18:42:38+00:00,"Set F - Polynomial (RSI, MACD, port_std)",2,0.0001,10,full,0.3394923767265411,0.5286067718504586,0.28670363760180906,1.7914449660227247e-05,-0.00021517839606374664,0.03995765987385021,157.3596830368042
2026-07-23T18:42:38+00:00,"Set F - Polynomial (RSI, MACD, port_std)",1,0.0001,10,full,0.20180245696068105,0.35039051342400096,0.0,5.204573512198885e-05,-0.00014557102763366304,0.025905462667376252,157.76680898666382
2026-07-23T18:42:41+00:00,"Set E - (avg_corr, RSI, MACD)",0,0.025,320,full,0.17485954393225414,0.13862256182342372,0.08784563048673373,-2.1005677437434975e-05,0.0002027093575621993,0.621556352880533,168.99942588806152
2026-07-23T18:42:44+00:00,"Set E - (avg_corr, RSI, MACD)",1,0.025,320,full,0.06460394075456921,0.14181484733637081,0.3153535770207363,-2.9445689780814918e-05,-0.0001841380842177603,0.6849139290403855,169.29269456863403
2026-07-23T18:42:46+00:00,"Set E - (avg_corr, RSI, MACD)",2,0.025,320,full,0.06071884837085535,0.0887427103665984,0.1288493238009905,2.9831002782252042e-05,4.806972473428187e-05,0.654264135053037,169.52757501602173
2026-07-23T18:44:50+00:00,"Set G - RBF (MACD, port_std)",0,0.1,16,full,0.12077593001548752,0.22878658273457408,0.12190818190086779,2.065068549081118e-05,2.628083310681186e-05,1.4405036143556733,137.33878302574158
2026-07-23T18:44:52+00:00,"Set G - RBF (MACD, port_std)",1,0.1,16,full,0.1868308574045268,0.35068454737532273,0.2811301420794407,4.324747513956451e-05,-8.49929481338767e-05,1.2791556414257674,137.2371690273285
2026-07-23T18:44:55+00:00,"Set G - RBF (MACD, port_std)",2,0.1,16,full,0.10907841490112007,0.0031927398570077933,0.38325397009167367,-1.4631258559158395e-05,-0.00024698662553979264,1.3494805075135978,137.64316987991333
2026-07-23T18:44:58+00:00,"Set H - RBF (port_std, RSI, MACD)",0,0.1,64,full,0.10866576038596405,0.03790548601856316,0.0,-1.974360258974696e-05,-0.00011916777090821626,1.4221964849789381,140.07942700386047
2026-07-23T18:45:00+00:00,"Set H - RBF (port_std, RSI, MACD)",1,0.1,64,full,0.14000262553845505,0.0,0.35787961287270587,-1.0034282211297218e-05,5.696598500421791e-05,1.5843995281654777,138.32978296279907
